x1,x2,x3,y
-0.4990758463421829,0.07727942499673945,-1.290854256824509,-1.379047928422003
-0.9724571115138441,-1.972492303585715,-0.7610447000160749,3.215374581778962
-0.2814757375643691,-0.4429886041205691,0.7146393612384023,0.5901790410541955
-0.9295506714835318,1.038905936478173,0.6275296767116583,2.825587055413128
1.64529836630818,-1.295543899220116,0.3020521873583677,5.633687917948258
-1.400177820858185,-1.139319798949328,-0.963722512916892,2.544961221889145
-1.839728096052152,1.363173826611269,-1.423744624009221,1.050625805176968
1.887151285439087,-0.9021206619841808,-1.347811920731343,6.224086072902574
0.6112592788335527,1.301364378109741,1.125428283031539,5.864103081011149
0.04610854133165887,1.212634736055438,1.523020036425522,4.605254214457546
-0.1061966894471331,-1.638971946376543,1.782203868329222,4.122247293811584
-0.9827566625727924,1.652083208965935,0.3949273714842114,4.120837268787173
1.469664841261865,-0.2473149504435976,-0.6339403421197092,1.407007248324877
-0.6201476781861945,-0.6301242814949557,0.7640595368667236,1.016250680483244
-1.140861207673031,-1.946458068576491,-1.360472560067267,1.23816751583337
0.09442872674964109,-1.675238347292455,-1.72571398921003,5.625317663061116
1.815702779872793,-0.3341857224508593,-1.114555151055713,2.556047306130596
-1.017923772629753,-0.2867275604646293,-0.2991830400765747,-0.4558711429239079
-0.8936168758631669,1.177464490001113,0.002946337752430139,3.486185245885569
1.755814980427666,-0.6740197108063475,1.000087174187421,3.61892762813303
0.006500125319221617,0.3539727478025334,1.114185101504993,0.6142634725297896
0.1305932057756736,-0.6709147551649812,0.5372083494354087,2.07038572516924
1.737818815161226,-1.394558496893615,-1.900089293711155,14.82960062180629
-0.9177854022737446,0.9349466989734783,-1.282811583840701,0.9367803670549684
0.1156894624117526,1.762602679387762,-0.7711867540924835,4.962307861126626
1.014078904923452,1.68317102902095,1.928956353034428,14.01408289683575
-0.1146922892176208,-1.150189729313738,0.7983285021933289,4.019417186470835
0.869652755839458,1.025851351173213,-0.4426133352502619,4.441090433178485
1.639867702953483,0.9972956120215057,-0.7030607841427743,4.696293087655199
0.4831573745840934,1.391710559439962,0.8919058055055533,5.511719617385144
1.845781871192001,0.0446905417681438,-1.257420936073358,2.6565927275211
-0.8306684666592459,0.7929200485516432,-1.207781968750196,0.6993755490046933
